subj,omega,kappa,log_om,log_kap,pred_earn,shortfall
236,1.230868017291256,0.3997225381815347,0.2077196256064036,-0.9169846271099431,0.6808767273187981,0.2672118037361786
237,0.8749853660497618,0.044541724622548,-0.13354811727893676,-3.1113288971448436,0.8484959540049728,0.0995925770500039
238,0.1728300478459042,0.0249114949553395,-1.7554465497318164,-3.692425937243898,0.936437558273183,0.011650972781793723
239,0.5839625461277562,0.1896261071069299,-0.5379184315534239,-1.6627010029287443,0.8405260698297686,0.10756246122520807
240,1.130165173862959,1.2700193296807225,0.12236379360236835,0.23903212057571485,0.4959670604537905,0.4521214706011862
241,0.8082989688207257,0.0821680621954825,-0.21282327798146003,-2.4989885901882114,0.8449391902867236,0.1031493407682531
242,0.9090197670330316,0.4606630230824875,-0.09538843913017131,-0.7750884727262244,0.7223632793104879,0.22572525174448876
243,1.6822826474638684,0.6626897098618364,0.5201515899206357,-0.4114484076049545,0.5312968991692248,0.41679163188575186
244,0.7064974900180504,0.0490686207231384,-0.34743562956301594,-3.0145355376279626,0.8723753723535412,0.07571315870143547
245,1.5009113023884144,0.2355486915419629,0.4060724585591438,-1.4458376287572132,0.6714385279899958,0.2766500030649809
246,1.843019241666211,0.3870376071423257,0.6114051190380749,-0.9492334145952834,0.5650480847589393,0.3830404462960374
